,year,selling_price,km_driven,StateorProvince,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region,brand
648,2015,760000,70000,Illinois,Hoffman Estates,Diesel,Individual,Manual,Third Owner,25.1,1498,98.6,5,Y,Central,HONDA
649,2009,120000,90000,Illinois,Highland Park,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,Y,Central,MARUTI
650,2019,757000,25000,Illinois,Highland Park,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,Y,Central,MARUTI
651,2015,270000,53000,Illinois,Highland Park,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,Y,Central,MARUTI
652,2011,250000,90000,Illinois,Highland Park,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,7,Y,Central,TATA
653,2011,800000,60000,Illinois,Hoffman Estates,Diesel,Individual,Manual,First Owner,12.8,2494,102,7,Y,Central,TOYOTA
654,2014,1380000,150000,Illinois,Joliet,Diesel,Individual,Manual,First Owner,13,2982,168.5,7,Y,Central,TOYOTA
655,2011,450000,90000,Illinois,Tinley Park,Diesel,Individual,Manual,Third Owner,12.05,2179,120,8,Y,Central,MAHINDRA
656,2015,310000,50000,Illinois,Tinley Park,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,Y,Central,HYUNDAI
657,2013,250000,90000,Illinois,Tinley Park,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,5,Y,Central,HONDA
658,2015,420000,115000,Illinois,Tinley Park,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,Y,Central,MARUTI
659,2015,600000,108000,Illinois,Rock Island,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,Y,Central,HYUNDAI
660,2019,500000,15000,Illinois,Rock Island,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,Y,Central,MARUTI
661,2009,150000,77000,Illinois,Rock Island,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,Y,Central,HYUNDAI
662,2015,409999,18500,Illinois,Rockford,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,Y,Central,MARUTI
663,2016,625000,120000,Illinois,Rock Island,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,Y,Central,MAHINDRA
664,2014,240000,50000,Illinois,Wilmette,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,Y,Central,MARUTI
665,2012,80000,120000,Illinois,Woodridge,Petrol,Individual,Manual,Second Owner,19.7,796,35,8,Y,Central,MARUTI
666,2017,665000,25000,Illinois,Wilmette,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,Y,Central,TATA
667,2017,555000,52000,Illinois,Wilmette,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,Y,Central,VOLKSWAGEN
668,2017,560000,52000,Illinois,Wilmette,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,Y,Central,VOLKSWAGEN
669,2016,375000,80000,Illinois,Wilmette,Diesel,Individual,Manual,First Owner,25.32,1198,77,6,Y,Central,MAHINDRA
670,2017,2950000,50000,Illinois,Woodridge,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,Y,Central,TOYOTA
671,2017,605000,127000,Illinois,Woodridge,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,Y,Central,MARUTI
672,2017,720000,30000,Illinois,Woodridge,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,Y,Central,HONDA
673,2017,800000,70000,Illinois,Wheeling,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,Y,Central,MARUTI
674,2017,1325000,54000,Illinois,Wilmette,Diesel,Individual,Manual,First Owner,16,2179,140,7,Y,Central,MAHINDRA
675,2011,625000,120000,Illinois,Wilmette,Diesel,Individual,Manual,Second Owner,10.5,2835,116.9,6,Y,Central,MITSUBISHI
676,2011,240000,120000,Illinois,Woodridge,Diesel,Individual,Manual,First Owner,13.93,2179,138.1,7,Y,Central,TATA
677,2010,270000,120000,Illinois,Woodridge,Diesel,Individual,Manual,Third Owner,18.3,1991,147.9,5,Y,Central,CHEVROLET
678,2019,650000,3500,Illinois,West Chicago,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,Y,Central,HYUNDAI
679,2007,60000,62000,Illinois,West Chicago,Petrol,Individual,Manual,Second Owner,16.1,796,37,4,Y,Central,MARUTI
680,2007,300000,110000,Illinois,Waukegan,Petrol,Individual,Manual,Second Owner,12,2092,127,7,Y,Central,TATA
681,2012,125000,40000,Illinois,Waukegan,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,5,Y,Central,CHEVROLET
682,2012,500000,1500000,Illinois,West Chicago,Diesel,Individual,Manual,First Owner,15.1,2179,140,7,Y,Central,MAHINDRA
683,2011,170000,70000,Illinois,West Chicago,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,Y,Central,MARUTI
684,2012,310000,77000,Illinois,West Chicago,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,Y,Central,MARUTI
685,2018,1050000,70000,Illinois,Hanover Park,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,Y,Central,HYUNDAI
686,2018,700000,6000,Illinois,Hanover Park,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,Y,Central,HYUNDAI
687,2016,550000,20000,Illinois,Gurnee,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,Y,Central,MARUTI
688,2017,450000,70000,Illinois,Hanover Park,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5,Y,Central,TATA
689,2016,773000,65000,Illinois,Hanover Park,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,Y,Central,HONDA
690,2003,45000,35000,Illinois,Hanover Park,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37,4,Y,Central,MARUTI
691,2014,600000,80000,Illinois,Gurnee,Petrol,Individual,Automatic,Second Owner,11.07,2496,179.5,5,Y,Central,NISSAN
692,2010,300000,100000,Illinois,Romeoville,Diesel,Individual,Manual,First Owner,13,2489,95,8,Y,Central,MAHINDRA
693,2016,900000,120000,Illinois,Rockford,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,5,Y,Central,TATA
694,2014,190000,60000,Illinois,Rockford,Petrol,Individual,Manual,First Owner,19,998,67.1,5,Y,Central,MARUTI
695,2019,800000,2000,Illinois,Rockford,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,Y,Central,MAHINDRA
696,2012,450000,100000,Illinois,Rockford,Diesel,Individual,Manual,First Owner,14,2523,75,8,Y,Central,MAHINDRA
697,2015,400000,110000,Illinois,Rockford,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,Y,Central,MAHINDRA
698,2009,150000,90000,Illinois,Romeoville,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,Y,Central,TATA
699,2011,200000,84321,Illinois,Rockford,Diesel,Individual,Manual,First Owner,23.57,1396,70,5,Y,Central,TATA
700,2013,550000,100000,Illinois,Joliet,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,Y,Central,MARUTI
701,2015,650000,120000,Illinois,Joliet,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,Y,Central,MAHINDRA
702,2019,750000,24000,Illinois,Joliet,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,Y,Central,MARUTI
703,2017,380000,80000,Illinois,Joliet,Diesel,Individual,Manual,First Owner,25.32,1198,77,6,Y,Central,MAHINDRA
704,2012,400000,138000,Illinois,Joliet,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,Y,Central,HYUNDAI
705,2003,50000,147000,Illinois,Kankakee,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,Y,Central,MARUTI
706,2017,750000,60000,Illinois,Joliet,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,Y,Central,MAHINDRA
707,2017,2600000,70000,Illinois,Pekin,Diesel,Individual,Automatic,First Owner,20.38,1968,143,5,N,Central,AUDI
708,2016,475000,110000,Illinois,Pekin,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,N,Central,MARUTI
709,2018,700000,29000,Illinois,Pekin,Diesel,Individual,Manual,First Owner,24,1186,73.97,5,N,Central,HYUNDAI
710,2011,376000,60000,Illinois,Pekin,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,N,Central,MARUTI
711,2004,75000,46000,Illinois,Pekin,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37,4,N,Central,MARUTI
712,2012,440000,120000,Illinois,Park Ridge,Diesel,Individual,Automatic,Third Owner,11.79,2179,120,8,N,Central,MAHINDRA
713,2016,390000,80000,Illinois,Park Ridge,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,N,Central,MARUTI
714,2012,725000,159000,Illinois,Park Ridge,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7,N,Central,TOYOTA
715,2012,325000,110000,Illinois,Park Ridge,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,N,Central,MAHINDRA
716,2010,170000,75000,Illinois,Peoria,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,N,Central,MARUTI
717,2010,215000,120000,Illinois,Peoria,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5,N,Central,MARUTI
718,2015,315000,29000,Illinois,Quincy,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,N,Central,MARUTI
719,2019,950000,17000,Illinois,Rock Island,Diesel,Individual,Manual,First Owner,20,1497,115,5,N,Central,MAHINDRA
720,2017,400000,50000,Illinois,Quincy,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,N,Central,MARUTI
721,2018,700000,42000,Illinois,Quincy,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5,N,Central,HYUNDAI
722,2011,700000,120000,Illinois,Quincy,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8,N,Central,TOYOTA
723,2012,260000,110000,Illinois,Quincy,Diesel,Individual,Manual,First Owner,21.03,1461,65,5,N,Central,MAHINDRA
724,2012,200000,90000,Illinois,Rock Island,Diesel,Individual,Manual,First Owner,23.57,1396,70,5,N,Central,TATA
725,2020,580000,70000,Illinois,Rock Island,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5,N,Central,MARUTI
726,2011,330000,66000,Illinois,Quincy,Diesel,Individual,Manual,Second Owner,20.5,1598,105,5,N,Central,VOLKSWAGEN
727,2011,400000,70000,Illinois,Quincy,Diesel,Individual,Manual,Third Owner,16.2,1493,110,5,N,Central,HYUNDAI
728,2016,550000,70000,Illinois,Alton,Diesel,Individual,Manual,First Owner,20.14,1498,88,5,N,Central,VOLKSWAGEN
729,2007,250000,150000,Illinois,Alton,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75,5,N,Central,MARUTI
730,2013,350000,110000,Illinois,Arlington Heights,Diesel,Individual,Manual,Second Owner,17.21,1493,100,7,N,Central,MAHINDRA
731,2014,185000,90000,Illinois,Arlington Heights,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5,N,Central,CHEVROLET
732,2010,229999,120000,Illinois,Arlington Heights,Petrol,Individual,Manual,Third Owner,15.6,1196,70,5,N,Central,FORD
733,2016,1000000,65000,Illinois,Alton,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,N,Central,TOYOTA
734,2016,330000,70000,Illinois,Naperville,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197,82,5,N,Central,HYUNDAI
735,2009,180000,70000,Illinois,Naperville,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,N,Central,HYUNDAI
736,2010,210000,50000,Illinois,Mundelein,Petrol,Individual,Manual,Second Owner,18.5,1197,80,5,N,Central,HYUNDAI
737,2020,950000,5000,Illinois,Naperville,Petrol,Individual,Automatic,First Owner,17,1198,108.5,5,N,Central,TATA
738,2013,430000,100000,Illinois,Naperville,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,N,Central,MAHINDRA
739,2014,348000,23000,Illinois,Naperville,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,N,Central,HYUNDAI
740,2014,196000,60000,Illinois,Naperville,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,N,Central,MARUTI
741,2015,600000,90000,Illinois,Mundelein,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,N,Central,MARUTI
742,2010,65000,26432,Illinois,Normal,Petrol,Dealer,Manual,First Owner,25.4,624,37.48,4,N,Central,TATA
743,2016,220000,46702,Illinois,Normal,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8,N,Central,MARUTI
744,2016,220000,46706,Illinois,Mundelein,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8,N,Central,MARUTI
745,2006,110000,53523,Illinois,Mundelein,Petrol,Dealer,Manual,First Owner,16.84,1193,64.4,5,N,Central,TATA
746,2012,175000,56365,Illinois,Mount Prospect,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,N,Central,CHEVROLET
747,2011,160000,49563,Illinois,Mount Prospect,Petrol,Dealer,Manual,First Owner,16.2,995,62.1,5,N,Central,CHEVROLET
748,2004,65000,56432,Illinois,Normal,Petrol,Dealer,Manual,First Owner,16.1,796,37,4,N,Central,MARUTI
749,2002,60000,52365,Illinois,Mundelein,Petrol,Dealer,Manual,Second Owner,16.1,796,37,4,N,Central,MARUTI
750,2007,120000,53512,Illinois,Mundelein,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,5,N,Central,MARUTI
751,2018,700000,13000,Illinois,Elgin,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,N,Central,MARUTI
752,2015,775000,30000,Illinois,Elk Grove Village,Petrol,Individual,Automatic,First Owner,15.63,1499,110.4,5,N,Central,FORD
753,2007,750000,60000,Illinois,Elk Grove Village,Diesel,Individual,Automatic,Second Owner,14.49,2993,258,5,N,Central,BMW
754,2010,140000,100000,Illinois,Elk Grove Village,Petrol,Individual,Manual,Second Owner,18,995,62,5,N,Central,CHEVROLET
755,2016,220000,40000,Illinois,Elgin,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,N,Central,MARUTI
756,2013,184000,15000,Illinois,Elk Grove Village,Petrol,Individual,Manual,First Owner,0,1086,62.1,5,N,Central,HYUNDAI
757,2017,440000,50000,Illinois,Elk Grove Village,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,N,Central,HYUNDAI
758,2017,650000,80000,Illinois,Elgin,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,N,Central,HYUNDAI
759,2017,660000,50000,Illinois,Elgin,Diesel,Individual,Automatic,First Owner,18.49,1493,100,7,N,Central,MAHINDRA
760,2015,503000,110000,Illinois,Wheeling,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,N,Central,TATA
761,2017,775000,32000,Illinois,Wheeling,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,N,Central,MARUTI
762,2018,750000,5000,Illinois,Wheeling,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,N,Central,MARUTI
763,2018,570000,25000,Illinois,Wheeling,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,Central,HYUNDAI
764,2016,484999,30000,Illinois,Wheeling,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,N,Central,HONDA
765,2017,700000,43000,Illinois,Wheaton,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,N,Central,HONDA
766,2012,415000,60000,Illinois,Wheaton,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,N,Central,HYUNDAI
767,2014,484999,54000,Illinois,Wheeling,Diesel,Dealer,Manual,First Owner,23,1498,98.96,5,N,Central,FORD
768,2016,675000,52000,Illinois,Calumet City,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,N,Central,MARUTI
769,2015,680000,50000,Illinois,Carbondale,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,N,Central,FORD
770,2013,235000,52000,Illinois,Calumet City,Petrol,Dealer,Manual,First Owner,24.7,796,47.3,5,N,Central,MARUTI
771,2018,1700000,15000,Illinois,Calumet City,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,N,Central,MAHINDRA
772,2015,1200000,50000,Illinois,Carbondale,Diesel,Individual,Automatic,Second Owner,16,2179,140,7,N,Central,MAHINDRA
773,2014,630000,56000,Illinois,Carbondale,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,5,N,Central,HONDA
774,2018,640000,82000,Illinois,Carbondale,Diesel,Individual,Manual,First Owner,25.83,1498,99,5,N,Central,FORD
775,2014,355000,121000,Illinois,Calumet City,Petrol,Dealer,Manual,First Owner,19.1,1197,82,5,N,Central,HYUNDAI
776,2012,560000,101903,Illinois,Carbondale,Diesel,Individual,Manual,Second Owner,12.05,2179,120,8,N,Central,MAHINDRA
777,2016,645000,11000,Illinois,Oak Lawn,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,N,Central,SKODA
778,2018,2475000,2000,Illinois,Oak Forest,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,N,Central,VOLVO
779,2017,725000,45000,Illinois,Oak Lawn,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,N,Central,FORD
780,2013,225000,58343,Illinois,Oak Forest,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,N,Central,MARUTI
781,2018,740000,38817,Illinois,Oak Lawn,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,N,Central,MARUTI
782,2019,650000,5621,Illinois,Oak Lawn,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,N,Central,MARUTI
783,2017,625000,25538,Illinois,Oak Lawn,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,N,Central,TOYOTA
784,2010,200000,35000,Illinois,Mount Prospect,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5,N,Central,MARUTI
785,2018,611000,9000,Illinois,Moline,Petrol,Dealer,Manual,First Owner,19.1,1197,85.8,5,N,Central,MARUTI
786,2016,819999,39000,Illinois,Melrose Park,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5,N,Central,HYUNDAI
787,2015,599000,92651,Illinois,Mount Prospect,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,5,N,Central,FORD
788,2018,490000,28000,Illinois,Moline,Petrol,Dealer,Manual,First Owner,16.1,1197,85,5,N,Central,MARUTI
789,2020,500000,40000,Illinois,Moline,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,N,Central,TATA
790,2020,500000,40000,Illinois,Moline,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,N,Central,TATA
791,2017,1100000,88754,Illinois,Melrose Park,Diesel,Dealer,Manual,First Owner,16,2179,140,7,N,Central,MAHINDRA
792,2019,675000,7000,Illinois,Moline,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,5,N,Central,FORD
793,2018,570000,20000,Illinois,Melrose Park,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,N,Central,HYUNDAI
794,2017,455000,50000,Illinois,Melrose Park,Diesel,Individual,Manual,First Owner,24,1186,73.97,5,N,Central,HYUNDAI
795,2013,165000,45000,Illinois,Melrose Park,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,N,Central,HYUNDAI
796,2019,5500000,8500,Illinois,Des Plaines,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,N,Central,BMW
797,2019,779000,7032,Illinois,Danville,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,N,Central,HONDA
798,2016,645000,11000,Illinois,Danville,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,N,Central,SKODA
799,2018,2475000,2000,Illinois,Danville,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,N,Central,VOLVO
800,2013,345000,40000,Illinois,Decatur,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,N,Central,HYUNDAI
801,2018,850000,15000,Illinois,Decatur,Diesel,Individual,Manual,Second Owner,16.55,2498,105,6,N,Central,MAHINDRA
802,2012,200000,90000,Illinois,Crystal Lake,Diesel,Individual,Manual,First Owner,22.3,1248,74,5,N,Central,TATA
803,2017,660000,80000,Illinois,Crystal Lake,Diesel,Individual,Manual,First Owner,16.5,1493,70,7,N,Central,MAHINDRA
804,2015,1700000,39000,Illinois,Crystal Lake,Diesel,Individual,Manual,First Owner,13.5,2477,175.56,7,N,Central,MITSUBISHI
805,2009,90000,60000,Illinois,Crystal Lake,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,N,Central,TATA
806,2015,1050000,28000,Illinois,Danville,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7,N,Central,MAHINDRA
807,2010,160000,90000,Illinois,Danville,Petrol,Individual,Manual,Second Owner,15.6,1196,70,5,N,Central,FORD
808,2006,150000,80000,Illinois,Decatur,Petrol,Individual,Manual,Third Owner,13.5,1799,130,5,N,Central,HONDA
809,2016,360000,100000,Illinois,Danville,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5,N,Central,FIAT
810,2008,200000,110000,Illinois,Crystal Lake,Petrol,Individual,Manual,Second Owner,17.7,1497,78,5,N,Central,HONDA
811,2010,250000,100000,Illinois,Crystal Lake,Diesel,Individual,Manual,Second Owner,17.5,1896,106,5,N,Central,SKODA
812,2011,320000,130000,Illinois,Crystal Lake,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5,N,Central,FORD
813,2018,1200000,27000,Illinois,Des Plaines,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5,N,Central,HYUNDAI
814,2018,740000,9000,Illinois,Des Plaines,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,N,Central,MARUTI
815,2017,500000,20000,Illinois,Tinley Park,Petrol,Individual,Manual,First Owner,11.96,1298,80,8,N,Central,MARUTI
816,2012,300000,60300,Illinois,Streamwood,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5,N,Central,VOLKSWAGEN
817,2015,400000,35000,Illinois,Streamwood,Diesel,Individual,Manual,First Owner,23,1248,88.7,5,N,Central,TATA
818,2011,320000,80000,Illinois,Springfield,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,N,Central,TATA
819,2008,180000,44391,Illinois,Streamwood,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,N,Central,HYUNDAI
820,2016,530000,58000,Illinois,Springfield,Diesel,Individual,Manual,First Owner,27.39,1248,74,5,N,Central,MARUTI
821,2015,600000,40000,Illinois,Springfield,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,N,Central,MAHINDRA
822,2017,780000,66000,Illinois,Springfield,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,N,Central,MARUTI
823,2016,700000,110000,Illinois,Springfield,Diesel,Individual,Manual,First Owner,26,1498,98.6,5,N,Central,HONDA
824,2013,175000,56315,Illinois,Streamwood,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,N,Central,CHEVROLET
825,2017,735000,70000,Illinois,Streamwood,Diesel,Individual,Manual,First Owner,16.5,1493,70,7,N,Central,MAHINDRA
826,2013,325000,120000,Illinois,Streamwood,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,N,Central,TOYOTA
827,2006,225000,100000,Illinois,Streamwood,Diesel,Individual,Manual,First Owner,14.8,2499,80,10,N,Central,CHEVROLET
